"W16A1";"W16A6";"W16B1";"W16B9";"W16D1";"weight_2016"
1;10;8345;2;8;10.1887831539162
1;4;8215;2;7;38.7921736556311
2;2;8212;1;7;103.604770425828
2;9;8207;1;4;255.501995173598
2;7;8439;1;9;28.3557932169374
1;5;8354;1;4;10.1887831539162
2;6;8345;2;4;9.3679918497525
2;5;8215;1;7;31.2227431976525
1;9;8335;2;5;10.1887831539162
2;9;8439;1;9;22.8305835092597
1;3;8218;1;2;115.364006574644
1;3;8207;1;7;255.711092776512
1;5;8218;2;5;106.771943494037
2;3;8406;1;2;31.6666495541945
2;2;8513;2;9;27.5022780447013
1;4;8340;1;7;115.364006574644
2;4;8510;2;8;14.6024737710596
1;4;8510;2;7;12.2027112521508
1;6;8410;1;5;33.620848202021
1;5;8236;1;4;62.7233583136164
2;8;8231;1;3;182.248517720399
2;5;8439;1;8;22.8305835092597
2;5;8309;1;8;9.3679918497525
2;1;8229;1;8;28.7252461963411
1;3;8229;1;8;20.1563003484699
2;10;8229;1;9;19.7031775987449
2;7;8215;1;7;28.622772884561
2;8;8229;1;5;19.7031775987449
1;6;8215;1;6;38.7921736556311
1;6;8207;2;4;22.1597661958095
1;11;8230;1;4;175.672714412934
2;3;8406;2;1;105.253527751603
1;3;8215;1;8;45.9151882793089
1;3;8439;1;8;18.8616349612914
1;5;8231;1;6;194.384755446701
1;3;8212;2;8;90.7128740959531
1;1;8207;1;6;426
1;4;8315;1;8;14.4115340510018
2;4;8231;1;5;118.712385680636
2;7;8236;2;6;47.2889434636021
1;4;8231;1;4;145.913948583214
1;3;8236;1;3;44.3734396580336
2;3;8439;2;7;25.7427298201403
2;3;8401;2;8;32.1692409192405
1;4;8229;1;6;22.1597661958095
2;4;8354;1;5;8.63859073896496
2;8;8423;2;6;22.8305835092597
2;1;8439;1;7;19.2976680352505
2;9;8406;2;8;31.6666495541945
1;2;8218;2;3;128.18586113674
2;1;8510;1;7;14.4414125595827
1;1;8218;1;4;173.962164726582
2;9;8310;2;3;8.63859073896496
1;10;8229;1;8;20.774459285079
1;4;8229;2;7;22.1597661958095
2;1;8207;1;7;295.205128205128
1;10;8264;2;4;215.011695791149
1;6;8424;1;7;33.620848202021
1;3;8508;1;9;24.7851956509531
1;5;8231;1;7;127.562715249726
2;8;8215;1;5;31.2227431976525
2;6;8229;2;2;20.2200819493145
2;5;8406;2;4;31.6666495541945
1;1;8229;1;6;32.3606557377049
2;2;8207;1;8;295.205128205128
2;4;8359;1;5;21.9237870339284
2;6;8510;1;8;13.1335672450724
1;3;8231;1;3;127.562715249726
1;7;8215;1;8;38.7921736556311
2;9;8432;2;3;38.2234430314533
2;5;8405;1;3;31.6666495541945
2;2;8423;1;7;19.2976680352505
1;1;8212;2;7;92.2463794214078
1;8;8231;1;3;127.562715249726
2;3;8406;1;5;31.6666495541945
2;3;8215;1;4;31.2227431976525
2;2;8432;2;7;32.1692409192405
1;5;8510;2;9;14.643253502575
2;7;8510;1;7;13.1335672450724
1;2;8510;2;9;18.3457985242583
2;7;8207;2;8;311.822959595088
2;5;8215;1;8;31.2227431976525
1;10;8207;1;8;215.845074456563
1;1;8207;2;8;426
2;9;8406;2;6;31.6666495541945
1;7;8315;1;7;10.1887831539162
2;4;8207;1;6;352.189436344679
1;11;8207;2;7;110.015037418155
2;8;8439;1;7;22.8305835092597
1;3;8229;2;4;32.3606557377049
1;7;8207;2;8;215.011695791149
1;6;8236;1;2;62.7233583136164
2;11;8406;1;8;31.6666495541945
1;3;8207;2;8;255.711092776512
2;2;8231;1;7;143.445621063506
2;9;8432;1;7;38.2234430314533
1;5;8510;1;8;12.2027112521508
1;9;8406;2;6;33.620848202021
1;3;8336;2;5;10.1887831539162
1;9;8510;2;8;15.8836943984518
1;7;8231;1;2;179.559973669534
2;2;8439;1;7;19.2976680352505
1;3;8510;1;8;12.2027112521508
1;2;8239;1;4;32.3606557377049
1;9;8207;2;8;215.011695791149
2;3;8406;1;3;31.6666495541945
1;1;8229;2;4;22.1597661958095
1;4;8215;1;6;38.7921736556311
2;11;8401;2;4;47.2889434636021
1;10;8215;1;8;32.4527266661945
1;2;8439;1;8;24.7851956509531
1;1;8510;1;7;15.3400932715348
2;9;8216;1;7;28.622772884561
2;3;8212;1;8;114.302214820726
2;1;8510;1;8;16.0565933217784
1;7;8229;1;4;22.1597661958095
2;10;8406;1;3;38.2234430314533
1;2;8236;1;7;42.9796063940674
1;2;8510;1;5;15.2881654368882
2;4;8401;1;7;31.6666495541945
1;4;8439;1;1;21.9237870339284
2;9;8212;2;8;103.604770425828
1;5;8215;1;5;38.7921736556311
1;6;8212;2;2;110.039775888745
1;6;8510;2;8;14.643253502575
2;5;8229;1;5;20.211326255055
2;3;8313;1;8;9.3679918497525
2;1;8439;1;8;19.2976680352505
1;11;8229;2;9;20.1563003484699
1;3;8313;1;8;14.4115340510018
1;10;8215;1;7;38.7921736556311
1;3;8218;2;8;173.962164726582
1;4;8510;1;8;12.2027112521508
1;2;8212;2;5;92.2463794214078
1;1;8236;1;9;56.8660025203912
2;9;8423;1;3;22.8305835092597
2;2;8218;2;6;196.779535003089
2;7;8207;1;8;255.501995173598
2;3;8345;1;2;8.63859073896496
1;8;8215;2;7;38.7921736556311
1;9;8218;2;6;96.7967100187466
2;7;8439;2;8;25.7427298201403
2;7;8405;2;5;48.2582040754805
1;3;8510;1;5;12.2027112521508
2;2;8212;1;7;103.604770425828
1;5;8212;1;8;90.7128740959531
2;4;8231;1;3;122.292834758137
2;4;8215;1;7;31.2227431976525
1;5;8212;1;7;90.7128740959531
2;3;8432;2;5;32.1692409192405
2;5;8229;1;8;20.211326255055
1;7;8510;1;8;15.8836943984518
2;7;8406;1;9;45.0972990249956
2;3;8212;1;5;114.302214820726
2;5;8215;2;8;31.2227431976525
1;9;8207;2;4;215.011695791149
1;6;8510;1;7;12.2027112521508
1;3;8236;1;2;42.9796063940674
2;2;8229;1;7;28.7252461963411
1;3;8510;1;8;12.2027112521508
1;5;8508;1;7;38.7921736556311
2;4;8439;2;8;25.7427298201403
2;2;8439;1;8;23.9678799341562
2;4;8207;1;6;352.189436344679
2;2;8510;1;7;16.0565933217784
1;8;8229;1;8;20.1563003484699
1;8;8212;2;8;90.7128740959531
2;10;8212;2;3;103.594552567325
1;10;8207;2;6;215.011695791149
2;1;8207;1;5;295.205128205128
2;4;8236;1;2;45.0972990249956
1;2;8354;1;4;10.1887831539162
1;10;8212;2;8;110.039775888745
1;6;8439;1;8;18.8616349612914
2;3;8439;1;7;19.2976680352505
2;2;8229;1;5;28.7252461963411
2;1;8212;1;5;103.604770425828
2;9;8231;2;9;182.248517720399
1;2;8229;1;4;32.3606557377049
2;5;8406;2;4;31.6666495541945
1;4;8510;1;8;12.2027112521508
2;8;8345;1;1;9.3679918497525
1;3;8229;1;9;22.1597661958095
2;5;8423;1;8;118.712385680636
1;6;8231;2;2;194.384755446701
2;10;8229;2;6;19.7031775987449
1;1;8406;2;8;32.3395327179569
1;8;8215;2;6;28.5255755163259
2;5;8215;1;7;31.2227431976525
1;4;8236;1;8;58.710173106203
1;11;8207;2;6;215.011695791149
1;8;8212;2;8;110.039775888745
1;11;8212;2;6;110.039775888745
1;10;8207;1;5;215.845074456563
1;5;8212;1;1;90.7128740959531
1;2;8212;1;8;92.2463794214078
1;9;8510;1;8;15.2881654368882
2;6;8510;1;8;13.1335672450724
1;10;8218;1;8;106.771943494037
2;5;8405;2;5;50.0081358505039
1;3;8439;1;8;45.9151882793089
1;5;8212;1;8;90.7128740959531
1;6;8510;1;8;15.8836943984518
2;1;8212;1;8;103.604770425828
1;4;8212;2;6;90.7128740959531
1;2;8212;2;8;92.2463794214078
1;1;8331;1;8;60.7531278352279
1;4;8439;1;8;21.9237870339284
1;9;8215;1;7;32.4527266661945
2;6;8207;1;8;352.189436344679
2;4;8229;1;7;20.211326255055
2;3;8310;1;4;8.63859073896496
2;9;8231;1;3;182.248517720399
1;2;8407;1;6;32.3395327179569
1;3;8229;1;6;32.3606557377049
1;5;8236;1;4;44.3734396580336
1;6;8218;1;8;106.771943494037
1;8;8212;2;6;110.039775888745
2;7;8218;2;9;99.9422914896897
2;3;8218;1;5;117.636295722456
2;3;8236;1;4;68.8105369285182
1;4;8236;2;2;62.7233583136164
2;8;8231;1;3;118.712385680636
1;2;8218;1;7;138.501127197156
2;7;8410;1;4;45.0972990249956
1;6;8231;1;2;127.562715249726
2;2;8218;1;3;108.078974180107
2;5;8336;2;8;8.63859073896496
2;2;8231;1;3;143.445621063506
1;6;8218;2;3;106.771943494037
1;2;8998;2;7;426
2;3;8315;2;1;8.63859073896496
2;3;8229;1;6;20.211326255055
1;3;8215;2;8;45.9151882793089
1;4;8337;2;2;10.1887831539162
1;7;8345;1;4;10.1887831539162
2;5;8336;1;8;9.3679918497525
2;8;8215;1;8;28.622772884561
1;7;8345;1;4;14.4115340510018
2;5;8401;1;8;31.6666495541945
2;6;8423;1;5;28.3557932169374
1;6;8406;1;8;33.5435080977497
2;7;8423;2;6;25.7427298201403
1;4;8406;1;3;33.620848202021
2;10;8439;1;7;28.3557932169374
1;8;8510;2;8;12.2027112521508
2;6;8229;1;4;20.211326255055
2;6;8345;1;6;8.63859073896496
1;1;8439;1;9;24.3891328104788
2;6;8407;1;2;50.0081358505039
1;6;8354;1;6;10.1887831539162
1;7;8229;2;4;22.1597661958095
1;2;8215;1;8;45.9151882793089
2;4;8229;1;3;20.211326255055
1;10;8423;2;7;18.8616349612914
1;7;8229;2;7;20.1563003484699
2;4;8510;1;8;13.1335672450724
2;5;8229;1;8;20.211326255055
2;5;8510;1;7;13.1335672450724
1;8;8215;2;8;38.7921736556311
2;3;8510;1;8;13.1335672450724
2;9;8207;2;7;311.822959595088
2;1;8406;1;5;32.1692409192405
2;10;8231;1;2;182.248517720399
2;7;8336;1;1;9.3679918497525
2;11;8510;1;8;13.1335672450724
1;5;8212;2;8;90.7128740959531
2;11;8406;1;7;38.2234430314533
1;2;8510;1;8;15.2881654368882
1;1;8510;1;8;15.3400932715348
2;10;8432;2;6;31.6666495541945
1;10;8207;2;7;215.011695791149
1;10;8207;2;8;215.011695791149
2;2;8313;1;3;8.63859073896496
2;2;8227;1;8;47.4411764705882
1;6;8410;1;3;33.620848202021
1;1;8229;2;7;32.3606557377049
2;4;8410;1;8;31.6666495541945
1;10;8347;1;7;14.4115340510018
1;4;8231;1;1;127.562715249726
1;11;8218;2;2;115.364006574644
2;4;8423;1;9;22.8305835092597
1;1;8229;1;8;32.3606557377049
2;3;8439;1;8;22.8305835092597
1;9;8212;1;4;90.7128740959531
1;8;8229;2;9;20.1563003484699
2;1;8510;1;8;16.0565933217784
1;5;8218;2;8;106.771943494037
1;5;8439;1;8;21.5734489737051
1;2;8215;1;8;45.9151882793089
2;2;8236;1;3;50.0081358505039
1;7;8231;1;2;157.275872994598
2;4;8439;1;8;22.8305835092597
1;2;8236;1;8;48.0744533525764
1;2;8215;1;7;45.9151882793089
2;10;8218;2;8;99.9422914896897
1;2;8212;1;9;92.2463794214078
1;3;8229;1;3;32.3606557377049
1;4;8207;1;5;255.711092776512
2;2;8510;1;8;14.4414125595827
1;4;8432;2;4;58.710173106203
2;11;8424;2;8;38.2234430314533
2;5;8231;1;7;188.480579102546
2;3;8439;1;8;22.8305835092597
1;9;8207;1;6;255.711092776512
2;9;8406;1;4;38.2234430314533
1;5;8215;1;6;38.7921736556311
2;6;8215;1;7;31.2227431976525
2;4;8423;1;6;22.8305835092597
1;8;8218;2;5;106.771943494037
1;4;8207;1;7;255.711092776512
1;7;8212;2;8;110.039775888745
2;1;8212;1;6;103.604770425828
2;4;8236;1;8;45.0972990249956
1;3;8218;2;7;128.18586113674
2;6;8439;1;8;22.8305835092597
1;4;8218;2;9;106.771943494037
2;4;8236;1;7;45.0972990249956
1;3;8229;1;9;22.1597661958095
1;6;8236;1;7;49.6335130520869
1;6;8510;2;7;12.2027112521508
2;5;8406;1;2;32.1692409192405
1;7;8231;2;2;161.456190316157
2;8;8229;1;9;19.7031775987449
1;8;8218;2;7;110.015037418155
1;10;8345;2;2;10.1887831539162
1;10;8231;1;2;157.275872994598
1;1;8229;2;6;32.3606557377049
2;2;8336;1;7;8.63859073896496
1;6;8236;1;3;44.3734396580336
2;9;8539;2;8;103.594552567325
1;3;8510;2;9;12.2027112521508
1;7;8336;2;5;10.1887831539162
2;2;8510;1;7;14.4414125595827
2;11;8345;1;4;8.63859073896496
1;8;8336;2;1;14.4115340510018
2;5;8236;2;7;50.0081358505039
2;10;8207;2;9;255.501995173598
1;1;8207;1;8;426
1;2;8229;2;5;32.3606557377049
2;4;8336;1;4;9.3679918497525
2;5;8236;1;2;50.0081358505039
2;5;8401;1;5;31.6666495541945
2;4;8218;1;8;117.636295722456
1;1;8218;1;8;106.771943494037
2;6;8218;1;8;99.9422914896897
2;7;8207;1;8;255.501995173598
1;2;8406;1;8;32.3395327179569
2;6;8409;1;5;31.6666495541945
1;10;8439;1;8;18.8616349612914
1;4;8236;1;6;44.3734396580336
1;5;8406;2;7;33.620848202021
2;6;8229;2;3;28.7252461963411
2;10;8212;2;3;103.594552567325
1;7;8229;1;4;22.1597661958095
1;6;8510;1;7;15.8836943984518
2;9;8231;2;3;182.248517720399
1;6;8207;1;6;215.011695791149
2;4;8439;1;7;25.7427298201403
2;7;8354;2;6;8.63859073896496
1;7;8423;1;9;18.8616349612914
1;2;8401;1;6;32.3395327179569
1;3;8231;1;2;194.384755446701
1;4;8231;2;8;161.456190316157
1;4;8510;1;8;12.2027112521508
2;5;8207;2;7;352.189436344679
1;11;8310;2;7;10.1887831539162
1;9;8345;2;5;14.4115340510018
1;3;8215;1;4;38.7921736556311
1;7;8212;2;4;90.7128740959531
1;3;8510;1;7;15.3400932715348
2;11;8510;1;8;13.1335672450724
1;10;8231;1;2;157.275872994598
1;7;8236;1;2;49.6335130520869
2;4;8215;2;7;31.2227431976525
1;7;8229;1;8;20.774459285079
1;9;8510;2;7;12.2027112521508
2;4;8439;2;8;25.7427298201403
1;10;8229;1;4;20.774459285079
2;10;8432;2;5;31.6666495541945
1;3;8212;2;4;90.7128740959531
2;8;8438;1;6;105.253527751603
1;4;8510;2;9;14.643253502575
2;1;8236;2;8;53.5132453047881
1;10;8319;1;5;157.275872994598
1;3;8215;1;8;38.7921736556311
1;4;8207;2;2;38.7921736556311
1;6;8231;1;8;127.562715249726
2;2;8229;1;7;28.7252461963411
1;3;8424;1;9;33.620848202021
2;7;8439;2;7;28.3557932169374
2;5;8405;2;7;31.6666495541945
1;2;8215;1;7;45.9151882793089
1;6;8218;1;9;115.364006574644
2;7;8406;1;7;38.2234430314533
2;10;8229;1;9;20.2200819493145
2;2;8231;1;3;147.772041922321
1;7;8218;1;9;96.7967100187466
1;11;8207;1;9;215.011695791149
1;10;8354;2;2;10.1887831539162
2;4;8229;2;4;28.7252461963411
1;9;8218;1;9;96.7967100187466
1;10;8229;1;2;20.774459285079
2;4;8999;1;9;31.2227431976525
1;6;8236;2;7;58.710173106203
2;4;8218;2;9;105.253527751603
2;3;8510;1;8;13.1335672450724
1;1;8218;2;4;173.962164726582
2;3;8438;2;4;31.6666495541945
1;4;8407;1;6;33.620848202021
2;4;8207;2;9;352.189436344679
1;6;8229;2;4;22.1597661958095
1;5;8236;2;8;58.710173106203
1;9;8207;2;3;215.011695791149
2;3;8510;2;5;14.4414125595827
2;5;8212;1;8;114.302214820726
2;9;8218;1;4;117.636295722456
2;5;8236;1;8;45.0972990249956
2;8;8313;1;5;9.3679918497525
1;6;8212;2;8;90.7128740959531
2;1;8510;1;8;16.0565933217784
2;8;8212;1;5;103.594552567325
1;7;8207;2;4;215.011695791149
1;5;8236;2;8;58.710173106203
2;10;8218;1;5;99.9422914896897
1;1;8510;1;7;15.2881654368882
1;7;8218;2;8;110.015037418155
2;4;8406;1;7;31.6666495541945
1;2;8212;1;7;92.2463794214078
2;7;8218;1;7;99.9422914896897
2;6;8439;1;8;22.8305835092597
2;5;8406;2;4;31.6666495541945
2;3;8229;1;3;20.211326255055
2;10;8212;1;8;103.185087932649
2;8;8231;1;2;118.712385680636
2;2;8236;1;9;48.2582040754805
1;2;8510;1;4;15.3400932715348
1;1;8212;2;8;92.2463794214078
2;11;8212;2;4;103.594552567325
1;3;8218;2;5;106.771943494037
2;1;8236;2;6;53.5132453047881
1;2;8236;1;9;60.7531278352279
1;5;8236;2;6;58.710173106203
1;10;8424;2;9;33.620848202021
2;5;8229;1;8;20.211326255055
1;7;8405;1;5;49.6335130520869
1;4;8231;2;3;194.384755446701
1;6;8236;2;8;58.710173106203
1;5;8231;1;2;127.562715249726
1;6;8207;1;8;215.845074456563
2;7;8401;1;3;38.2234430314533
1;5;8236;2;2;58.710173106203
2;3;8236;2;7;50.0081358505039
1;2;8207;1;8;426
1;11;8207;1;8;215.845074456563
1;3;8236;2;7;44.3734396580336
2;2;8510;1;8;16.0565933217784
2;1;8229;1;5;28.7252461963411
1;5;8207;1;8;255.711092776512
1;9;8423;2;8;18.8616349612914
2;3;8421;1;5;352.189436344679
1;5;8212;2;8;90.7128740959531
1;5;8354;1;5;10.1887831539162
1;4;8229;1;8;22.1597661958095
2;7;8313;2;5;8.63859073896496
2;3;8207;1;7;352.189436344679
1;1;8439;1;7;24.7851956509531
2;3;8218;2;5;117.636295722456
2;4;8231;1;8;122.292834758137
1;4;8406;1;7;33.620848202021
2;1;8310;1;1;8.63859073896496
1;6;8313;1;9;10.1887831539162
2;5;8439;1;7;21.9237870339284
1;10;8207;2;4;215.011695791149
2;2;8231;1;4;143.445621063506
1;4;8510;1;8;14.643253502575
1;2;8218;2;9;128.18586113674
2;2;8218;1;7;120.794147613139
1;8;8309;2;3;14.4115340510018
1;5;8236;2;4;58.710173106203
2;9;8215;2;7;28.622772884561
1;6;8510;2;7;15.3400932715348
2;7;8212;1;4;103.594552567325
2;3;8327;2;5;114.302214820726
2;3;8229;1;6;20.211326255055
1;5;8212;1;8;90.7128740959531
1;2;8510;1;9;15.3400932715348
1;2;8215;1;6;45.9151882793089
2;5;8313;2;1;8.63859073896496
1;2;8212;2;8;92.2463794214078
1;9;8229;1;9;20.774459285079
2;2;8354;1;6;8.63859073896496
1;10;8231;2;2;179.559973669534
2;6;8229;1;8;20.211326255055
2;6;8212;2;7;114.302214820726
1;6;8236;2;4;58.710173106203
1;3;8317;1;5;90.7128740959531
1;5;8231;1;4;127.562715249726
2;11;8510;1;9;15.706634523592
2;9;8345;1;2;8.63859073896496
1;10;8439;1;7;21.5734489737051
2;3;8423;1;8;27.5022780447013
1;4;8236;2;8;58.710173106203
1;7;8236;2;3;44.3734396580336
1;9;8207;1;8;215.845074456563
1;6;8310;2;6;10.1887831539162
1;9;8212;2;8;110.039775888745
1;8;8207;1;9;215.845074456563
1;6;8439;1;8;21.9237870339284
2;9;8336;1;9;8.63859073896496
2;7;8315;1;8;9.3679918497525
2;1;8236;1;7;48.2582040754805
1;9;8407;1;3;33.5435080977497
2;8;8212;1;9;103.594552567325
2;7;8410;2;6;47.2889434636021
1;5;8236;1;3;44.3734396580336
1;7;8229;2;4;20.774459285079
2;10;8431;1;6;38.2234430314533
1;7;8336;1;2;10.1887831539162
2;9;8215;1;7;28.622772884561
2;4;8231;1;4;118.712385680636
2;6;8231;1;3;122.292834758137
1;10;8437;2;8;56.8660025203912
2;5;8218;2;8;105.253527751603
2;4;8229;2;2;20.211326255055
1;6;8212;1;7;90.7128740959531
1;2;8337;2;4;10.1887831539162
1;6;8231;2;3;188.480579102546
1;3;8330;1;8;14.4115340510018
2;5;8218;1;5;117.636295722456
1;4;8231;2;8;161.456190316157
2;10;8510;1;8;15.706634523592
2;3;8406;2;3;32.1692409192405
1;2;8229;2;8;32.3606557377049
1;4;8239;1;5;22.1597661958095
1;10;8212;2;8;10.1887831539162
2;9;8431;2;4;31.6666495541945
2;5;8236;1;3;45.0972990249956
2;4;8236;2;8;50.0081358505039
1;5;8207;1;9;255.711092776512
1;3;8510;1;7;12.2441590226343
1;4;8215;1;7;38.7921736556311
2;3;8510;1;8;13.1335672450724
1;9;8510;1;8;15.8836943984518
2;8;8231;2;7;182.248517720399
1;9;8231;2;8;18.8616349612914
1;8;8439;1;8;18.8616349612914
2;9;8406;1;4;38.2234430314533
1;11;8207;2;9;215.011695791149
2;8;8236;2;8;47.2889434636021
2;8;8406;1;4;31.6666495541945
1;8;8439;2;8;21.9237870339284
1;7;8236;2;7;49.6335130520869
1;2;8315;2;6;10.1887831539162
2;10;8439;1;5;28.3557932169374
1;9;8215;2;6;28.5255755163259
1;10;8252;2;5;21.9237870339284
2;4;8215;2;5;31.2227431976525
2;2;8510;1;9;14.4414125595827
1;5;8438;1;7;33.620848202021
1;7;8410;2;5;44.3734396580336
1;9;8212;2;7;90.7128740959531
1;6;8349;1;8;38.7921736556311
1;11;8215;1;8;38.4116927368664
2;4;8236;1;7;50.0081358505039
1;6;8256;1;5;32.4527266661945
2;6;8439;1;5;22.8305835092597
2;2;8336;1;7;8.63859073896496
1;3;8215;1;9;38.7921736556311
2;6;8207;1;5;352.189436344679
2;4;8264;1;4;117.636295722456
1;6;8439;1;6;21.9237870339284
1;6;8438;1;6;161.456190316157
1;9;8334;1;6;127.562715249726
2;8;8231;2;4;38.2234430314533
1;9;8231;2;4;161.456190316157
1;5;8207;1;6;255.711092776512
1;4;8212;1;6;90.7128740959531
2;9;8439;1;8;28.3557932169374
2;7;8601;2;8;26.4774227347595
2;10;8264;1;9;28.3557932169374
2;3;8236;1;4;45.0972990249956
1;7;8207;2;6;215.011695791149
2;5;8510;1;7;13.1335672450724
1;11;8231;1;2;157.275872994598
2;6;8215;2;8;31.2227431976525
2;7;8998;1;4;31.6666495541945
2;6;8510;1;8;13.1335672450724
1;5;8218;1;6;115.364006574644
1;7;8405;1;4;33.5435080977497
2;7;8439;1;7;28.3557932169374
1;5;8231;2;6;161.456190316157
1;10;8236;1;8;49.6335130520869
1;6;8215;2;7;32.4527266661945
1;5;8231;1;2;127.562715249726
1;2;8601;1;7;45.9151882793089
1;3;8207;2;8;255.711092776512
1;4;8510;1;9;12.2027112521508
1;7;8212;2;9;110.039775888745
2;4;8207;1;5;255.711092776512
1;7;8236;1;8;42.9796063940674
1;1;8212;1;8;92.2463794214078
1;1;8410;2;5;60.7531278352279
1;5;8229;1;8;22.1597661958095
2;6;8424;1;8;31.6666495541945
2;4;8405;2;5;105.253527751603
1;5;8207;1;8;255.711092776512
2;9;8310;2;4;8.63859073896496
2;4;8218;1;8;191.63524085527
2;8;8207;2;6;311.822959595088
1;9;8231;1;2;157.275872994598
1;10;8207;1;4;215.845074456563
2;5;8336;1;6;8.63859073896496
2;7;8510;1;7;15.706634523592
1;5;8229;1;4;22.1597661958095
1;4;8424;1;7;33.620848202021
2;10;8406;1;2;31.6666495541945
2;5;8345;2;6;8.63859073896496
1;6;8212;1;8;90.7128740959531
1;9;8315;1;1;10.1887831539162
1;4;8236;1;6;44.3734396580336
2;7;8207;2;3;311.822959595088
2;2;8510;1;8;16.0565933217784
1;3;8423;1;4;21.9237870339284
2;6;8229;1;8;19.7031775987449
2;2;8212;2;8;103.604770425828
2;7;8431;2;5;38.2234430314533
1;1;8510;2;7;15.3400932715348
2;6;8319;1;3;8.63859073896496
2;4;8401;1;5;45.0972990249956
2;4;8236;1;4;50.0081358505039
1;3;8407;1;2;32.3395327179569
2;3;8229;2;9;20.211326255055
2;1;8410;1;7;32.1692409192405
2;6;8423;2;6;25.7427298201403
2;10;8229;1;8;19.7031775987449
1;6;8314;2;2;10.1887831539162
1;2;8510;1;8;15.2881654368882
1;7;8207;2;9;215.011695791149
1;5;8212;2;5;90.7128740959531
1;4;8510;1;7;12.2027112521508
2;5;8231;1;3;118.712385680636
1;6;8406;1;7;33.620848202021
1;8;8510;2;8;14.643253502575
2;4;8510;1;8;13.1335672450724
2;4;8424;1;8;117.636295722456
2;1;8236;1;7;73.6335214177529
1;9;8218;2;9;96.7967100187466
2;7;8212;1;6;118.712385680636
2;9;8264;1;7;255.501995173598
2;10;8218;1;5;99.9422914896897
1;8;8231;2;2;161.456190316157
2;5;8231;1;3;118.712385680636
1;2;8345;2;4;10.1887831539162
2;3;8229;1;8;20.211326255055
2;3;8406;1;6;31.6666495541945
1;4;8424;1;6;33.620848202021
1;2;8215;1;7;45.9151882793089
1;3;8510;1;8;12.2441590226343
2;3;8231;1;9;122.292834758137
1;2;8439;2;8;24.3891328104788
1;6;8229;2;8;22.1597661958095
1;3;8212;2;8;90.7128740959531
2;5;8215;1;8;31.2227431976525
2;8;8229;2;8;19.7031775987449
2;9;8231;1;2;118.712385680636
2;3;8215;1;7;31.2227431976525
1;9;8424;2;9;33.620848202021
1;5;8236;1;2;44.3734396580336
2;6;8315;1;2;8.63859073896496
1;8;8229;2;4;20.774459285079
1;8;8345;2;8;93.8323670369613
2;2;8212;1;9;103.604770425828
1;10;8215;1;8;28.5255755163259
2;2;8510;1;8;13.1335672450724
2;1;8230;1;8;147.772041922321
1;2;8218;1;3;173.962164726582
1;10;8207;1;9;215.845074456563
1;7;8354;1;4;10.1887831539162
1;4;8313;1;6;10.1887831539162
1;8;8207;2;9;215.011695791149
2;11;8510;1;7;13.1335672450724
2;2;8439;1;7;19.2976680352505
2;9;8252;2;6;20.2200819493145
1;3;8201;1;8;138.501127197156
1;8;8439;1;8;18.8616349612914
2;7;8215;2;7;26.4774227347595
1;10;8207;1;6;215.011695791149
2;4;8236;1;7;45.0972990249956
1;2;8406;1;7;115.283157850041
1;1;8218;1;4;115.364006574644
1;9;8345;1;4;14.4115340510018
2;7;8354;2;5;8.63859073896496
1;5;8424;1;9;33.620848202021
2;6;8510;1;5;13.1335672450724
1;9;8336;1;2;10.1887831539162
1;3;8229;1;8;22.1597661958095
1;2;8212;1;9;92.2463794214078
1;3;8215;1;7;38.7921736556311
1;5;8212;2;8;90.7128740959531
1;6;8439;1;8;21.9237870339284
2;5;8406;1;7;31.6666495541945
1;2;8231;1;2;145.913948583214
1;6;8207;1;9;215.845074456563
2;4;8236;2;8;50.0081358505039
1;3;8236;2;2;60.7531278352279
1;3;8215;1;7;38.7921736556311
2;4;8218;1;7;117.636295722456
2;8;8406;2;4;31.6666495541945
2;1;8439;1;7;19.2976680352505
1;6;8207;1;4;215.011695791149
1;10;8215;2;7;28.5255755163259
1;2;8229;1;6;32.3606557377049
1;7;8310;2;8;10.1887831539162
1;6;8313;2;1;10.1887831539162
2;10;8212;1;6;103.594552567325
1;5;8231;1;4;127.562715249726
1;5;8212;2;9;90.7128740959531
2;7;8215;1;8;28.622772884561
1;4;8212;1;8;90.7128740959531
1;4;8310;2;6;10.1887831539162
1;4;8207;1;4;255.711092776512
2;3;8310;1;3;8.63859073896496
2;6;8215;2;6;31.2227431976525
1;3;8212;1;8;90.7128740959531
1;3;8510;1;7;29.6894953128804
2;4;8229;2;9;20.211326255055
2;6;8231;1;5;118.712385680636
2;2;8510;1;8;14.4414125595827
1;7;8336;2;7;10.1887831539162
2;8;8231;2;3;182.248517720399
1;11;8231;2;5;179.559973669534
2;10;8229;1;4;20.2200819493145
2;5;8401;1;9;31.6666495541945
2;2;8406;2;7;32.1692409192405
1;10;8207;2;4;255.711092776512
2;9;8207;2;9;255.501995173598
2;9;8406;2;7;31.6666495541945
1;6;8345;2;4;10.1887831539162
2;2;8336;1;7;19.2976680352505
2;5;8215;1;7;31.2227431976525
2;9;8406;1;4;38.2234430314533
1;5;8236;1;5;62.7233583136164
2;8;8401;1;6;38.2234430314533
2;7;8423;2;9;25.7427298201403
2;8;8315;1;7;9.3679918497525
1;10;8423;1;7;18.8616349612914
1;3;8236;1;2;44.3734396580336
2;6;8406;1;4;47.2889434636021
1;6;8231;1;2;127.562715249726
